0 15 1341  0 0 0 0 1 0 0 0 0 0 1 0 1 1 0
1 15 4307  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 15 3463  0 0 1 0 1 1 1 1 0 1 1 1 1 1 0
3 15 1419  0 0 0 0 0 1 1 0 0 0 1 0 0 1 0
4 15 4274  1 0 1 1 1 0 0 1 1 1 1 1 1 0 1
5 15 3207  1 1 1 1 1 1 1 1 1 1 1 0 1 0 1
6 15 2174  1 0 0 1 1 0 1 0 1 1 0 1 1 0 1
7 15 2253  1 0 1 1 0 0 1 1 0 0 1 0 0 1 1
8 15 3790  1 1 1 1 1 1 1 1 1 0 0 1 0 0 0
9 15 3901  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
10 15 2224  0 0 1 0 0 1 0 1 1 0 1 0 1 0 0
11 15 3122  1 1 1 1 0 0 0 1 1 1 1 0 1 0 0
12 15 2412  0 0 1 1 1 0 0 1 0 1 1 0 0 1 0
13 15 2861  0 1 1 0 1 1 1 0 1 0 0 0 1 1 1
14 15 3427  1 1 1 1 1 1 1 1 1 1 1 1 1 0 1
15 15 3693  1 1 1 1 1 1 0 1 1 0 1 1 0 1 1
16 15 3907  1 1 1 0 0 1 1 1 1 1 1 1 1 1 0
17 15 4711  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
18 15 2532  1 1 1 0 1 0 1 0 1 1 0 0 1 0 0
19 15 4573  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
20 15 3751  0 1 1 1 1 1 0 1 1 1 1 1 1 0 0
21 15 2966  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
22 15 1296  1 0 0 0 0 0 1 0 1 0 0 0 0 0 1
23 15 2396  1 1 0 0 0 0 1 0 0 1 1 1 1 0 1
24 15 2807  0 0 1 1 1 1 0 1 1 1 1 1 0 0 0
25 15 3170  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
26 15 2798  0 1 0 1 1 1 0 1 0 0 0 0 1 1 0
27 15 2553  1 1 1 0 0 0 1 1 1 1 1 0 1 0 1
28 15 3669  1 0 1 1 1 1 1 1 0 0 1 1 1 1 1
29 15 4111  1 0 0 1 1 1 1 0 1 1 1 1 1 1 1
30 15 3085  1 0 1 0 1 1 0 1 1 1 1 1 1 1 1
31 15 2441  0 1 1 0 0 0 1 1 1 1 0 1 1 0 0
32 15 2169  1 0 0 0 0 1 0 0 1 0 1 0 0 1 1
33 15 3564  1 1 1 1 1 1 0 0 1 1 1 1 1 1 1
34 15 3327  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
35 15 1352  0 1 1 0 1 0 0 1 0 0 0 0 0 0 0
36 15 2896  1 1 1 1 0 0 0 0 1 1 0 1 0 1 1
37 15 1758  0 1 1 0 0 1 0 0 1 1 0 0 0 0 0
38 15 3901  1 1 1 1 1 1 1 0 1 1 0 1 1 1 1
