0 22 1478  0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0
1 22 4446  0 1 1 0 1 1 1 0 1 0 1 0 1 0 1 0 0 1 1 1 1 0
2 22 4404  0 0 0 1 1 1 1 0 1 1 1 1 0 0 0 1 1 1 0 1 1 1
3 22 2048  1 0 1 1 0 1 0 0 0 0 1 0 0 0 0 0 1 0 0 0 1 0
4 22 5269  0 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 0 1 0 0 1 1
5 22 5014  0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
6 22 2855  1 0 1 0 1 1 0 0 0 0 0 0 0 0 0 1 0 1 1 1 0 0
7 22 3445  0 0 1 1 0 1 0 1 0 0 0 1 0 1 1 1 0 1 0 0 1 1
8 22 1665  0 0 0 1 1 1 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0
9 22 4690  1 1 0 1 1 0 1 1 1 0 0 1 1 1 0 1 1 1 1 0 1 1
10 22 3743  1 1 1 0 1 0 1 1 0 0 1 1 0 0 1 1 1 1 0 1 1 1
11 22 3867  1 0 0 0 1 1 0 0 0 0 1 1 1 0 0 0 1 1 1 0 1 1
12 22 2221  0 1 1 0 0 1 0 0 0 0 1 0 0 1 0 0 0 1 1 0 0 1
13 22 4928  1 1 1 1 1 1 0 0 0 0 1 1 1 0 1 1 0 1 0 0 1 0
14 22 1794  1 0 0 1 1 1 1 0 0 0 1 0 0 0 1 0 1 1 0 0 0 1
15 22 3503  1 0 1 1 1 0 0 1 1 0 0 1 1 1 1 0 1 0 1 1 1 1
16 22 1775  1 0 0 0 0 0 0 0 0 1 0 1 0 0 1 1 0 0 0 1 1 0
17 22 1834  1 0 0 0 0 1 0 0 1 1 1 1 0 0 1 0 0 0 1 0 0 0
18 22 3448  0 1 1 0 1 0 0 0 0 0 1 1 0 0 0 1 0 0 1 0 1 0
19 22 3268  1 1 0 0 0 1 1 1 0 1 0 0 0 1 0 0 1 0 0 1 1 0
20 22 4825  1 1 1 1 1 1 1 1 1 1 1 1 1 0 0 1 0 1 1 1 1 1
21 22 2249  0 1 0 0 1 0 0 0 0 1 1 0 0 0 1 0 0 1 0 0 1 0
22 22 5566  0 1 1 0 1 1 1 1 0 1 1 1 0 1 1 1 0 1 1 1 1 1
23 22 2701  0 0 0 1 1 0 0 0 0 0 1 0 0 1 1 1 0 0 0 0 1 0
24 22 5770  0 1 1 1 1 1 1 1 1 1 1 1 1 0 0 0 1 1 1 1 0 1
25 22 5099  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
26 22 4620  0 1 1 1 1 0 1 1 1 1 1 0 0 1 0 1 0 0 1 0 0 1
