0 20 32 11 16 7 22 6 18 5 28 13 21 30 22 9 1 20 5 24 7 22 34 1 40 26 27 27 26 25 9 21 4 2 6 23 26 28 6 12 39 16 33
1 20 30 19 2 1 14 9 30 7 22 24 26 29 29 13 26 16 20 5 22 25 39 10 29 6 24 28 4 23 8 21 21 14 6 4 5 20 6 18 38 11 31
2 20 31 4 34 25 4 24 14 9 39 14 19 6 23 1 7 18 15 11 20 22 24 20 32 28 7 15 25 29 7 12 1 26 29 17 40 3 35 7 38 23 30
3 20 34 4 22 17 40 18 21 21 4 23 2 16 7 28 39 6 30 29 17 22 24 3 5 10 25 26 3 12 35 24 35 25 39 7 28 15 9 20 32 19 8
4 20 28 25 16 17 13 3 29 18 10 21 40 16 30 6 24 13 22 15 19 27 39 12 33 2 33 9 38 8 22 19 23 28 1 10 38 5 38 26 12 7 36
5 20 29 18 19 8 20 10 19 19 29 6 2 22 32 3 2 28 14 23 6 24 11 11 9 4 5 9 32 13 37 16 36 26 27 1 18 29 13 12 15 15 37
6 20 29 4 40 3 36 10 3 9 6 29 27 26 26 18 33 1 13 19 21 22 29 20 40 28 37 27 25 6 2 7 22 23 25 14 40 12 1 5 6 11 7
7 20 28 22 39 9 7 7 35 4 34 18 10 2 9 14 18 13 33 20 5 26 26 10 9 12 29 1 24 17 15 25 26 5 4 24 19 27 7 8 21 21 38
8 20 27 29 33 9 16 24 17 6 5 1 4 5 14 20 31 28 15 27 33 8 17 11 27 15 39 17 22 22 24 14 23 3 10 23 32 7 15 4 23 2 13
9 20 29 16 34 28 12 10 34 22 15 7 28 12 27 1 31 9 15 15 8 14 12 26 6 29 30 2 33 21 5 23 22 13 10 20 19 5 8 3 37 19 11
10 20 28 5 26 15 29 22 34 23 5 12 5 10 23 29 10 26 38 4 35 25 8 11 4 13 12 18 27 3 8 27 28 8 27 17 22 9 34 2 10 1 2
11 20 28 11 31 18 4 15 23 5 38 20 1 26 11 23 20 6 33 13 4 8 27 10 10 22 6 27 11 16 29 9 19 29 15 3 4 25 31 2 39 1 22
12 20 30 23 38 8 34 17 37 15 13 13 37 19 32 27 4 2 30 3 14 14 38 25 38 28 19 29 18 9 3 10 8 12 13 16 7 4 34 26 31 7 25
13 20 33 20 21 5 16 2 34 28 23 11 8 12 15 16 35 21 16 24 31 9 21 10 4 4 32 26 7 6 8 25 4 29 28 27 38 15 26 22 7 23 26
14 20 26 17 33 1 33 10 33 19 27 4 28 22 17 26 3 12 2 24 25 15 22 8 23 14 40 5 9 2 35 3 28 6 15 13 13 9 3 25 26 27 38
15 20 28 18 15 28 29 26 35 4 30 14 31 5 13 25 30 27 29 9 12 10 27 22 4 15 22 20 12 8 1 19 25 3 32 21 12 7 37 2 21 1 11
16 20 27 19 35 7 37 2 9 22 12 17 22 10 25 6 12 3 2 24 28 25 36 9 23 20 19 12 22 11 14 1 16 23 36 13 22 4 38 27 14 21 9
17 20 26 9 14 18 19 27 20 10 12 22 7 15 32 16 11 7 20 2 19 13 23 14 32 8 32 6 36 4 6 17 29 20 40 23 37 21 8 11 31 3 24
18 20 27 4 19 15 30 26 8 7 34 5 22 10 8 27 37 24 16 12 15 13 34 19 11 20 29 18 40 9 20 3 34 23 33 8 18 1 23 14 34 21 12
19 20 30 20 26 9 33 23 6 27 18 16 17 29 27 5 9 17 14 1 18 12 3 4 1 15 19 28 40 22 2 6 36 3 13 13 9 21 11 11 7 25 29
20 20 31 7 1 11 12 17 13 6 7 27 26 8 12 9 39 25 18 22 37 29 6 1 9 19 31 16 39 15 26 26 4 28 38 5 6 20 32 12 28 10 6
21 20 29 5 16 28 3 26 5 23 17 13 13 12 14 1 6 19 26 9 8 15 15 14 17 7 17 4 15 22 18 21 18 10 20 2 9 17 6 20 6 24 26
22 20 26 7 38 22 2 4 38 21 18 15 28 6 5 5 4 9 5 10 17 1 16 27 17 20 34 3 28 26 27 23 15 14 6 18 29 2 10 25 23 11 4
23 20 26 2 4 27 9 22 13 18 6 25 17 13 31 19 19 5 40 3 40 11 1 21 32 8 15 14 21 12 9 9 23 10 6 17 34 26 9 1 26 4 14
24 20 27 23 39 29 25 28 27 16 6 10 35 17 5 6 5 4 34 21 10 22 19 3 29 1 38 12 11 8 17 18 35 5 5 2 2 19 8 27 24 7 23
25 20 33 2 30 23 7 17 27 22 26 20 32 1 37 14 35 5 8 8 18 12 10 26 9 29 30 21 38 10 21 18 2 24 17 25 25 9 36 27 22 19 14
26 20 33 28 22 13 18 3 13 6 30 19 31 16 36 25 12 22 36 24 13 27 4 18 7 23 24 20 28 5 22 15 29 11 32 12 1 26 28 1 4 21 29
27 20 28 25 28 19 24 24 37 26 24 29 24 11 13 14 1 7 34 21 6 17 26 8 23 2 1 1 37 18 12 6 27 5 9 3 5 16 20 12 39 23 40
28 20 28 14 40 12 21 24 22 1 20 10 8 22 25 26 18 6 29 25 39 15 4 28 38 11 5 8 4 17 27 21 9 9 22 3 29 18 14 4 28 13 38
29 20 29 1 12 26 34 28 5 27 19 7 18 12 27 17 34 13 7 25 35 5 19 24 1 22 38 14 12 11 27 3 7 23 4 21 22 10 8 4 30 6 1
30 20 28 18 20 3 32 29 18 13 31 23 36 7 3 9 1 17 33 6 1 22 18 4 23 27 13 10 18 16 18 15 37 2 18 5 20 12 27 28 34 14 39
31 20 29 28 17 14 10 8 2 25 22 20 27 15 15 7 14 1 13 16 11 9 27 12 36 10 29 21 36 4 27 13 36 11 33 2 20 24 18 22 19 29 29
32 20 31 12 25 20 39 16 31 9 34 2 23 3 34 1 16 5 24 21 38 8 24 29 23 22 27 15 25 28 39 26 27 25 29 10 19 18 34 19 9 24 11
33 20 31 18 3 25 7 15 28 23 6 4 29 22 18 13 9 6 30 5 11 8 32 12 37 20 39 26 19 11 15 2 33 24 27 10 40 27 9 29 33 16 13
34 20 31 16 27 11 38 25 14 23 36 24 9 27 37 13 15 2 24 3 16 1 21 17 38 9 23 8 31 18 34 14 26 7 21 26 3 28 24 20 8 22 9
35 20 29 9 12 2 5 1 20 29 9 20 40 11 28 13 20 8 17 18 10 3 15 14 33 27 33 21 20 10 27 26 20 22 35 28 23 6 40 15 20 7 19
36 20 29 18 34 19 30 1 14 14 19 16 35 20 22 29 40 28 24 11 10 13 36 9 15 21 17 26 9 15 12 4 12 12 8 22 40 3 1 10 34 2 31
37 20 34 21 18 28 40 24 17 7 40 25 26 3 7 5 4 18 18 4 10 23 19 20 35 15 7 17 39 29 6 26 1 16 22 27 26 14 22 13 29 9 29
38 20 30 22 12 21 29 20 6 9 6 17 32 15 40 23 4 4 20 1 9 28 20 24 13 6 33 14 6 5 9 2 15 25 38 8 25 18 10 13 37 29 11
39 20 28 8 2 13 36 20 16 17 21 5 38 4 21 27 37 7 32 1 21 24 2 25 2 18 5 9 37 28 14 2 9 6 25 11 35 14 24 29 34 21 10
40 20 30 8 20 10 29 17 30 14 23 6 39 16 38 21 40 4 35 25 14 20 26 27 24 1 20 9 31 15 9 22 11 2 16 19 23 28 14 29 28 11 36
41 20 26 17 9 2 19 8 29 9 10 13 7 21 18 11 22 6 2 24 15 5 2 25 21 10 30 12 17 4 11 3 22 7 33 16 8 28 23 19 31 20 12
42 20 31 13 1 11 9 3 40 16 24 20 21 4 34 22 34 26 5 14 32 7 2 24 6 25 40 18 5 28 5 2 21 29 32 9 28 27 35 12 34 5 27
43 20 28 25 2 6 6 5 36 21 17 10 15 14 13 19 40 29 2 2 8 12 19 16 30 4 10 15 18 8 11 22 3 18 30 9 13 17 22 13 9 20 35
44 20 29 20 20 6 40 1 23 29 16 17 38 23 6 18 35 25 26 22 24 7 9 2 11 16 5 14 34 26 30 15 35 27 14 8 10 4 23 13 7 3 40
45 20 32 14 4 22 20 9 13 4 4 11 12 25 14 1 9 18 38 10 25 15 32 5 18 16 22 23 13 17 24 28 20 27 8 20 16 24 19 7 20 29 1
46 20 28 25 14 2 20 23 29 13 15 29 39 20 28 9 28 4 10 15 17 17 39 1 37 21 22 3 32 10 5 28 15 18 29 8 17 22 9 12 31 7 29
47 20 30 9 10 28 34 7 4 14 19 3 4 10 5 11 2 4 16 23 13 27 6 16 38 15 10 8 36 26 8 12 22 13 37 25 21 19 40 29 29 5 8
48 20 31 2 32 25 19 16 31 15 9 24 10 27 8 22 18 7 34 18 13 23 17 11 17 28 27 10 30 21 30 1 22 4 19 29 7 9 10 5 18 20 16
49 20 30 27 16 21 21 20 38 15 4 26 27 25 25 16 27 14 28 6 7 12 31 7 30 9 2 11 39 18 28 8 4 4 15 29 28 1 32 10 26 23 25
