0 20 164 11 8 7 30 6 10 5 28 13 5 30 22 9 25 20 5 24 31 22 10 1 16 26 3 27 10 25 1 21 20 2 6 23 26 28 22 12 23 16 17
1 20 151 19 10 1 30 9 6 7 14 24 10 29 21 13 26 16 20 5 14 25 31 10 29 6 16 28 20 23 32 21 13 14 22 4 5 20 30 18 6 11 7
2 20 157 4 26 25 20 24 6 9 15 14 11 6 31 1 31 18 23 11 4 22 8 20 32 28 7 15 1 29 31 12 9 26 13 17 24 3 3 7 30 23 6
3 20 172 4 6 17 16 18 21 21 28 23 26 16 23 28 23 6 6 29 9 22 16 3 29 10 17 26 19 12 3 24 11 25 15 7 20 15 25 20 32 19 16
4 20 143 25 32 17 21 3 29 18 10 21 16 16 6 6 8 13 22 15 27 27 7 12 9 2 9 9 14 8 6 19 31 28 25 10 14 5 14 26 12 7 20
5 20 148 18 27 8 12 10 27 19 21 6 2 22 8 3 2 28 22 23 6 24 27 11 1 4 5 9 8 13 29 16 28 26 27 1 26 29 13 12 23 15 5
6 20 147 4 32 3 20 10 19 9 14 29 3 26 26 18 17 1 5 19 5 22 13 20 8 28 29 27 17 6 18 7 6 23 9 14 32 12 1 5 6 11 7
7 20 142 22 31 9 23 7 27 4 18 18 10 2 17 14 26 13 9 20 29 26 18 10 17 12 5 1 24 17 23 25 18 5 4 24 3 27 15 8 21 21 14
8 20 137 29 9 9 24 24 25 6 29 1 28 5 6 20 15 28 15 27 17 8 25 11 3 15 23 17 6 22 32 14 15 3 18 23 32 7 15 4 23 2 21
9 20 147 16 26 28 28 10 18 22 31 7 12 12 19 1 7 9 23 15 24 14 28 26 22 29 6 2 17 21 13 23 30 13 26 20 27 5 8 3 13 19 11
10 20 140 5 26 15 13 22 18 23 29 12 5 10 23 29 18 26 14 4 11 25 24 11 12 13 28 18 27 3 24 27 28 8 3 17 6 9 2 2 26 1 2
11 20 144 11 23 18 20 15 15 5 14 20 1 26 27 23 20 6 1 13 12 8 11 10 18 22 6 27 27 16 13 9 11 29 23 3 4 25 15 2 23 1 22
12 20 153 23 30 8 26 17 13 15 21 13 29 19 16 27 28 2 22 3 30 14 6 25 6 28 19 29 18 9 11 10 16 12 21 16 23 4 10 26 23 7 25
13 20 167 20 29 5 32 2 18 28 7 11 16 12 31 16 19 21 16 24 15 9 29 10 28 4 24 26 15 6 32 25 4 29 4 27 30 15 26 22 7 23 18
14 20 131 17 17 1 1 10 1 19 19 4 20 22 17 26 19 12 26 24 9 15 14 8 15 14 16 5 1 2 19 3 20 6 7 13 21 9 3 25 26 27 30
15 20 142 18 7 28 29 26 19 4 6 14 7 5 29 25 6 27 29 9 20 10 3 22 4 15 14 20 20 8 17 19 17 3 24 21 28 7 13 2 21 1 11
16 20 138 19 27 7 21 2 9 22 4 17 22 10 1 6 20 3 26 24 28 25 28 9 23 20 19 12 6 11 30 1 24 23 28 13 6 4 30 27 6 21 1
17 20 133 9 30 18 11 27 4 10 28 22 31 15 32 16 19 7 4 2 11 13 31 14 8 8 8 6 28 4 14 17 5 20 8 23 13 21 16 11 15 3 8
18 20 139 4 27 15 14 26 16 7 26 5 6 10 24 27 13 24 24 12 31 13 10 19 11 20 21 18 24 9 20 3 10 23 25 8 2 1 15 14 2 21 20
