0 20 5673 717 16 67 22 86 18 989 28 849 21 675 40 342 19 377 40 741 10 942 7 966 32 586 6 641 40 148 27 469 26 433 9 145 4 894 6 509 26 770 6
1 20 5127 990 36 285 28 694 30 795 2 887 32 56 37 935 34 194 16 721 29 650 21 158 19 326 7 558 11 532 26 29 29 375 26 696 20 301 22 297 23 775 39
2 20 6232 783 15 987 29 448 29 220 24 497 38 308 23 928 33 957 21 828 24 502 24 741 29 849 20 512 6 777 40 196 8 966 34 334 25 647 13 61 10 924 21
3 20 4483 711 31 187 6 840 15 50 11 583 24 474 35 404 34 710 35 423 39 698 19 990 23 572 11 543 18 55 11 36 2 136 10 160 10 336 7 441 25 617 7
4 20 5497 936 2 297 35 364 6 205 18 444 14 380 1 517 40 707 35 121 17 638 20 714 13 902 34 70 37 848 38 597 1 508 13 506 36 823 21 786 28 631 37
5 20 5255 905 26 614 29 937 32 432 26 33 13 189 10 817 26 595 6 278 35 372 35 859 39 359 28 659 5 185 20 160 39 624 25 800 37 437 33 509 28 746 21
6 20 5989 912 6 262 16 1000 33 566 5 251 17 103 13 791 37 424 33 618 32 844 33 398 20 817 38 656 22 886 28 73 23 680 1 516 38 664 3 774 37 744 32
7 20 5139 117 38 84 12 283 27 308 28 91 8 652 40 571 29 661 26 674 10 342 2 104 13 706 12 938 18 86 23 550 13 686 11 651 9 933 28 857 32 984 3
8 20 5179 829 18 879 26 732 16 987 1 250 19 45 19 686 15 276 35 645 34 576 3 468 10 51 9 110 30 849 29 643 9 327 16 314 38 913 21 709 19 69 22
9 20 4331 941 26 889 10 72 28 349 28 965 36 1022 8 101 25 400 2 350 17 102 33 9 4 416 2 609 32 343 6 154 35 227 23 524 19 672 11 231 12 287 19
10 20 5176 919 20 579 35 332 34 204 10 178 9 650 18 733 33 508 5 344 26 610 9 236 29 567 24 927 15 330 5 210 24 304 25 900 34 99 7 835 7 888 21
11 20 4330 607 1 174 19 553 9 632 40 506 17 369 6 29 39 477 4 125 14 64 31 398 15 439 33 224 17 479 27 839 39 23 22 855 36 736 24 877 7 255 30
12 20 5343 560 23 75 20 534 7 519 10 333 23 992 10 949 38 1002 37 943 24 183 21 798 21 154 13 400 34 1012 12 208 34 610 15 865 28 331 22 211 1 7 39
13 20 4730 407 15 248 4 380 1 480 18 680 6 31 30 866 32 58 33 49 21 493 9 286 38 1023 22 761 9 499 3 154 18 489 24 736 19 859 32 346 5 616 15
14 20 4967 163 37 848 26 102 33 395 2 557 11 431 26 649 29 370 34 31 5 107 32 805 10 1015 5 533 10 452 38 982 35 861 8 87 4 465 12 748 27 333 8
15 20 5699 485 28 913 22 296 27 63 22 575 33 862 19 834 28 871 22 677 11 196 10 341 16 753 28 715 2 615 31 28 4 718 25 687 15 622 30 865 36 283 23
16 20 5941 852 16 769 13 972 8 1003 40 914 38 234 6 205 10 657 7 155 16 333 39 171 19 695 1 633 4 814 25 975 32 887 10 192 31 438 3 222 8 762 7
17 20 4032 589 35 341 33 957 29 688 7 220 20 269 22 22 3 222 14 230 35 102 28 83 28 981 18 595 3 412 8 810 13 927 39 120 19 143 36 215 14 138 3
18 20 4962 826 31 824 7 345 30 477 15 32 10 754 34 542 23 387 8 81 22 927 26 947 21 240 34 47 39 93 30 188 14 696 21 636 7 836 21 516 8 531 4
19 20 5262 865 28 661 38 970 40 493 26 821 12 916 7 200 27 784 15 513 12 508 13 82 27 689 21 673 20 165 19 179 24 628 7 348 17 384 3 478 2 168 25
20 20 4687 301 22 48 23 670 14 944 25 801 12 602 35 284 23 628 16 967 40 546 34 479 13 560 26 134 7 173 3 328 4 459 4 225 26 35 38 800 18 391 8
21 20 5229 573 16 531 24 262 14 615 5 925 25 326 27 285 29 180 10 803 32 4 27 691 22 734 12 968 8 785 39 721 15 294 5 119 32 101 12 957 11 584 9
22 20 5864 851 37 211 16 769 39 529 4 742 21 654 9 994 11 300 1 107 20 655 35 949 32 329 20 172 12 681 22 268 25 713 16 724 16 921 2 328 28 831 36
23 20 4746 73 23 830 19 514 22 541 14 373 16 784 9 415 32 20 10 795 36 447 22 189 23 190 24 958 14 1001 14 529 31 97 9 1022 38 11 7 644 40 60 32
24 20 6122 895 35 288 5 930 11 870 29 1007 20 738 19 427 23 58 32 1012 2 621 28 840 6 92 37 619 7 324 6 654 7 229 4 202 20 808 27 823 37 807 21
25 20 6106 944 1 975 10 423 24 706 19 41 30 926 8 1019 34 693 22 96 8 851 37 374 16 248 15 571 23 682 9 683 40 149 18 984 19 948 23 106 13 793 10
26 20 5232 930 38 2 21 687 14 514 22 685 12 506 26 395 33 609 6 783 18 310 17 729 27 19 9 557 14 47 31 570 7 808 3 508 1 375 19 478 8 952 26
27 20 3697 204 2 172 30 162 36 539 33 21 33 361 21 283 35 413 7 320 35 477 17 273 21 340 37 45 26 951 27 578 38 660 29 287 15 354 17 586 37 369 6
28 20 5123 717 9 331 31 84 39 813 35 178 26 268 18 526 15 206 10 296 12 68 17 1010 40 629 40 534 15 720 8 851 16 701 23 793 23 517 12 750 1 254 39
29 20 4791 570 9 352 15 103 14 641 7 689 4 247 18 411 12 946 1 834 25 16 20 705 4 178 9 723 6 324 40 998 17 350 24 74 37 614 32 234 14 574 11
30 20 4553 938 5 572 12 672 5 244 25 110 35 116 22 975 5 262 17 986 1 96 7 137 5 478 34 121 28 386 27 297 15 253 2 755 24 534 18 293 1 882 10
31 20 5620 12 5 191 34 265 4 634 2 729 9 148 13 638 6 269 17 743 31 1002 29 875 35 408 3 720 17 967 1 667 32 484 15 534 21 904 9 54 9 996 38
32 20 5359 265 23 930 39 476 6 583 34 797 8 871 7 747 6 297 34 38 31 914 24 582 13 319 19 817 38 51 6 302 30 627 7 141 36 445 24 706 11 810 22
33 20 6103 563 24 100 13 909 21 726 2 635 16 626 17 988 8 283 5 117 22 418 3 229 8 495 24 404 23 441 23 896 30 969 7 1018 37 411 22 954 20 1024 1
34 20 5799 957 40 509 4 475 25 992 8 890 2 138 6 345 9 854 13 719 38 131 14 164 11 92 21 303 38 546 24 833 25 777 6 737 37 617 11 525 9 994 30
35 20 5977 970 19 484 10 739 17 14 9 582 8 1022 33 218 33 901 16 590 6 752 39 967 16 140 15 764 36 865 32 316 34 653 37 940 8 551 23 424 28 63 30
36 20 4216 708 5 726 5 149 27 421 11 148 1 966 27 252 28 390 31 460 21 299 29 281 15 185 1 85 7 816 1 901 5 332 25 499 24 86 37 652 24 76 39
37 20 4206 936 34 425 11 637 14 145 17 442 19 341 19 1002 29 91 6 339 26 710 8 679 25 152 1 249 37 229 28 36 16 675 35 321 3 109 22 889 38 6 2
38 20 5831 696 26 4 1 871 22 735 33 1000 4 400 22 437 24 806 21 788 10 560 32 313 26 770 26 285 15 567 5 108 28 454 11 917 18 452 11 551 2 948 30
39 20 6369 581 27 155 9 874 24 677 22 969 29 437 18 422 22 891 34 36 33 854 31 1004 36 946 8 741 37 635 27 534 6 793 18 880 27 83 34 883 7 343 35
40 20 4544 971 19 60 1 960 38 50 12 358 24 114 25 163 27 209 7 407 3 145 4 376 1 6 31 860 8 718 14 278 16 793 8 580 33 992 9 186 3 863 33
41 20 4334 52 7 227 23 383 1 493 33 250 1 576 18 414 23 1021 13 742 10 322 36 210 18 27 37 226 18 269 20 956 27 476 8 282 7 70 24 807 18 865 24
42 20 5756 970 8 194 15 198 30 859 20 904 5 935 17 246 1 877 16 955 9 883 22 228 30 869 21 12 2 148 27 476 20 850 21 404 3 780 1 209 22 516 24
43 20 6030 770 26 176 32 363 4 463 29 148 25 154 39 654 31 883 34 936 23 460 3 1018 21 808 5 304 11 998 8 152 9 599 2 915 22 913 5 801 23 545 28
44 20 5887 671 26 299 36 696 5 965 40 163 8 994 5 685 9 553 4 315 38 475 35 1015 25 364 33 822 4 133 22 602 13 521 16 350 35 547 38 976 32 629 10
45 20 5314 887 22 270 19 351 15 510 33 324 24 107 10 8 6 194 37 721 22 402 26 1002 19 545 16 717 36 349 36 555 1 782 25 550 3 964 4 849 17 541 13
46 20 4903 409 15 462 24 93 16 221 21 981 38 87 23 520 31 262 13 698 34 880 4 562 37 645 39 664 16 987 8 8 31 636 8 125 34 832 9 729 12 6 5
47 20 5493 649 20 619 9 722 40 357 28 465 20 623 18 849 3 89 8 826 3 975 34 553 27 225 21 660 24 894 20 59 3 24 20 990 35 852 23 498 40 58 11
