0 4815 2914
1 4590 2767
2 4680 3025
3 5167 3253
4 5048 3086
5 4745 1932
6 5216 2800
7 5198 2512
8 5249 0
9 4491 2310
10 4760 2473
11 4142 2535
12 4823 2565
13 4722 0
14 5240 2358
15 5712 3102
16 4536 2715
17 4876 3018
18 5344 3201
19 5438 3820
20 5170 2367
21 5144 2589
22 4944 2742
23 4747 2660
24 5639 3279
25 4651 2356
26 5469 3091
27 4650 2715
28 5111 2403
29 4400 2144
30 5002 2841
31 5203 2924
32 4755 0
33 5411 2903
34 5707 2451
35 4751 2768
36 4754 2885
37 4789 0
38 5389 2865
39 4471 3206
40 5534 3079
41 5446 2603
42 4992 2718
43 5595 3572
44 4731 2827
45 4814 2776
46 5369 3059
47 5340 2899
48 4678 2822
49 5103 2440
50 4795 3014
51 4506 2843
52 5168 2252
53 5504 0
54 4646 3322
55 4830 2699
56 4677 2914
57 4937 2343
58 4711 2258
59 5044 2194
60 5479 3425
61 4807 2097
62 5659 3940
63 5111 3459
64 4926 2600
65 5480 0
66 4861 3037
67 4741 2543
68 4850 2426
69 4735 1952
70 4458 2221
71 5225 1963
72 3864 2320
73 5042 2285
74 4516 2269
75 4058 1951
76 4675 3143
77 4270 3204
78 4697 2749
79 5201 2962
80 4762 2238
81 4025 1851
82 5098 3262
83 5224 3231
84 4791 2405
85 5391 3247
86 5563 3034
87 5032 3121
88 5111 1944
89 5094 2968
90 5217 2759
91 5397 3271
92 5240 2908
93 4392 2593
94 4878 3189
95 5441 3081
96 5314 2607
97 4821 2803
98 5418 3086
99 4493 2942
100 4765 3033
101 4705 2534
102 4732 3000
103 5631 3489
104 5353 2711
105 4219 2182
106 5224 3121
107 4909 0
108 4575 2006
109 4733 2889
110 5128 3033
111 5237 2697
112 5726 3214
113 4541 2488
114 4976 2096
115 5046 1635
116 4593 1577
117 4067 2807
118 5233 3510
119 5635 2678
120 4698 2887
121 4904 2563
122 4824 2791
123 5601 2634
124 5182 2339
125 4878 2737
126 5315 3007
127 4899 2839
128 5251 3662
129 4444 3128
130 4560 2622
131 4360 3046
132 4903 2798
133 4947 2693
134 4815 2573
135 5515 3257
136 4472 2171
137 5074 2174
138 5668 3677
139 4713 2082
140 5178 3490
141 4517 2290
142 5446 3223
143 4488 3342
144 5928 3226
145 4780 3114
146 5149 2871
147 4582 2415
148 5253 3377
149 5511 3823
150 5058 2031
151 5168 3237
152 5187 2893
153 5159 3154
154 5386 2794
155 4085 2572
156 4508 2399
157 5164 3215
158 5369 3380
159 4316 1884
160 5326 3152
161 4863 3027
162 4692 2749
163 5355 2639
164 4709 2211
165 4228 2217
166 4542 2863
167 4207 2371
168 5473 3380
169 4931 2560
170 4447 2048
171 5377 3352
172 5148 2818
173 4498 2923
174 4910 3271
175 4537 3013
176 5105 2635
177 5200 2529
178 4264 2771
179 5504 2786
180 4298 2292
181 4881 2617
182 4422 2670
183 5239 3157
184 5223 2310
185 5732 3120
186 4694 2651
187 5102 3254
188 5237 2624
189 5225 2326
190 5407 3234
191 5874 3349
192 5012 3028
193 5244 2902
194 5241 2867
195 4740 2666
196 6073 3613
197 4172 2234
198 5030 2028
199 5756 3900
200 4926 3561
201 4728 2464
202 5177 3115
203 4554 3095
204 4958 2989
205 4956 3179
206 4762 2108
207 4821 2878
208 4774 2978
209 5122 2498
210 5394 3123
211 4773 3539
212 5051 2772
213 5451 2946
214 6188 3847
215 5116 2817
216 4547 2519
217 4962 3319
218 5323 3655
219 5688 3325
220 4472 3274
221 4772 3115
222 4658 2559
223 4957 2553
224 5502 3110
225 5097 2994
226 4955 2583
227 5329 2772
228 6045 3572
229 5360 3875
230 5131 3037
231 4314 2243
232 4810 3116
233 5579 2809
234 5457 3261
235 4594 2953
236 5241 2454
237 5041 3295
238 5235 3037
239 4419 2827
240 5474 3422
241 4473 2640
242 5229 2768
243 5288 2313
244 5334 3872
245 4905 2755
246 5680 2646
247 4760 2680
248 4578 2274
249 5268 2789
250 4910 2697
251 5095 3219
252 4839 2451
253 5222 3163
254 5150 3667
255 5405 2569
256 5145 2329
257 5732 3101
258 4827 2883
259 4705 1853
260 5735 3353
261 5810 3254
262 5344 2863
263 5457 3031
264 4303 2275
265 4722 2274
266 4824 2836
267 4366 2806
268 5596 2904
269 4926 3340
270 5116 2679
271 4786 2698
272 4751 0
273 5286 3601
274 4681 2291
275 5203 3490
276 4764 2651
277 5081 3179
278 4400 2431
279 5492 2040
280 4987 2715
281 6246 3947
282 5832 3345
283 4923 0
284 4644 3244
285 4949 3273
286 4685 1893
287 5248 2714
288 4914 2913
289 5275 3600
290 5625 3299
291 4545 3044
292 5280 2861
293 5062 2855
294 5019 2651
295 4967 2496
296 5621 0
297 5447 3439
298 5804 0
299 5324 3063
300 4758 2933
301 4928 2888
302 4797 2821
303 5243 3232
304 5137 2713
305 4667 3234
306 5161 3134
307 5187 3167
308 5060 3286
309 4686 2416
310 4209 1979
311 5438 3574
312 4526 1970
313 5539 3207
314 5734 3877
315 4873 2724
316 5098 3642
317 4397 2439
318 5478 3050
319 4674 2842
320 5111 2303
321 4636 2213
322 5276 2629
323 4699 2305
324 4659 1914
325 4626 2425
326 5527 2524
327 5428 2425
328 4823 2489
329 4819 2936
330 5328 3226
331 4802 2854
332 4515 2974
333 5506 3953
334 4891 3021
335 5826 3230
336 5370 3437
337 4711 3090
338 5759 3967
339 4356 2417
340 5428 2356
341 5869 3820
342 4239 1998
343 4952 3108
344 5206 3343
345 5359 2302
346 5339 3226
347 5018 2321
348 5704 3659
349 4695 2604
350 5604 2732
351 5219 3139
352 5139 3274
353 5289 1779
354 5387 2548
355 4980 2310
356 4693 2327
357 4793 2264
358 4857 3376
359 4905 3005
360 5141 2631
361 4444 2781
362 5295 2749
363 4999 3075
364 4622 2408
365 4206 1649
366 5026 3027
367 5063 2009
368 4881 3190
369 4842 2845
370 5519 3025
371 4879 2366
372 4157 0
373 4605 2068
374 5257 2399
375 6181 2976
376 4853 2830
377 4693 2651
378 5176 2767
379 4717 0
380 4498 0
381 3931 1823
382 5195 3711
383 4930 2776
384 4732 3352
385 5255 3218
386 5003 3180
387 5683 3363
388 5273 2998
389 5118 3215
390 5207 2651
391 4103 2439
392 5029 2554
393 5357 3129
394 5012 2407
395 5229 2789
396 5032 2802
397 5711 3178
398 5534 2469
399 4890 2486
400 4602 2446
401 4851 2603
402 4949 3017
403 5376 3026
404 4705 2923
405 5181 2012
406 4909 2912
407 5231 0
408 5003 1876
409 5253 3223
410 4343 2573
411 4993 2647
412 5438 0
413 4928 2932
414 5513 3270
415 3931 1505
416 4131 2419
417 5199 2859
418 4764 2898
419 4725 1943
420 4325 2426
421 4892 2198
422 4789 2895
423 5503 3856
424 4435 2860
425 4679 2716
