0 12648 6299
1 12289 5866
2 13399 7965
3 12354 6547
4 11819 0
5 12279 0
6 12323 6712
7 13603 0
8 12201 6802
9 13205 0
10 12363 6556
11 13492 7947
12 13014 6906
13 13259 6022
14 11892 6449
15 13187 0
16 11603 0
17 12497 5824
18 12566 0
19 11923 7554
20 13675 0
21 12302 6813
22 12285 0
23 11503 0
24 11778 0
25 12740 0
26 12046 5848
27 11967 6325
28 13832 0
29 13044 0
30 13102 7050
31 11855 0
32 14064 7224
33 12326 7138
34 12433 7374
35 12488 6986
36 12555 8343
37 12282 0
38 12446 0
39 12112 0
40 13171 6142
41 13845 7968
42 11857 0
43 12104 6772
44 12808 8748
45 12855 6578
46 12828 0
47 11949 7562
48 12681 6321
49 12942 6812
50 11710 6404
51 12402 6431
52 12762 6532
53 12712 7491
54 11995 6302
55 12203 7309
56 13007 7851
57 12361 6782
58 12131 6939
59 12130 6928
60 13321 0
61 12682 7111
62 13368 7174
63 13094 6082
64 12419 6988
65 12549 0
66 12269 5646
67 12488 7110
68 12642 0
69 12374 0
70 12199 0
71 12552 7333
72 12658 6727
73 12606 7131
74 12348 0
75 13469 7430
76 12630 6560
77 12340 7092
78 13615 8163
79 12529 7252
80 13106 6015
81 12838 0
82 11563 6992
83 13148 0
84 13092 0
85 13064 6814
86 12659 6166
87 12513 7747
88 13126 7441
89 11636 6739
90 12821 0
91 11967 7321
92 12796 6418
93 11570 7479
94 11844 6725
95 12133 7396
96 12628 6875
97 11108 6351
98 12526 6107
99 12425 7322
