0 14888 0
1 15434 7337
2 14401 8223
3 14954 6220
4 15048 8210
5 15744 8340
6 14999 0
7 14948 8985
8 16088 8978
9 15230 7992
10 15344 0
11 14912 8021
12 15353 8472
13 14393 7571
14 15613 9316
15 14831 0
16 15704 0
17 15250 0
18 14002 0
19 15508 0
20 15948 0
21 13902 7983
22 14537 7415
23 16196 9253
24 14773 8047
25 15836 8026
26 14206 0
27 14817 0
28 14696 8719
29 15351 0
30 14289 7932
31 15293 0
32 13993 7043
33 14335 0
34 15336 0
35 14844 0
36 15251 0
37 16011 0
38 15373 0
39 15221 7592
40 14231 8407
41 15103 8447
42 15087 8612
43 15476 8557
44 14874 9030
45 15333 0
46 15080 8548
47 15200 0
48 14187 0
49 14697 0
50 14976 7508
51 14656 7653
52 16174 0
53 15428 9746
54 15393 0
55 13779 7092
56 15485 8376
57 15883 0
58 15211 8915
59 15126 8824
60 14931 8054
61 15222 8357
62 16356 0
63 15461 7009
64 15635 9243
65 14371 0
66 15010 8875
67 16078 9131
68 14365 8982
69 14480 0
70 14957 6994
71 13867 7772
72 14916 9134
73 15987 0
74 14421 0
75 14955 8324
76 14312 7305
77 14827 0
78 15092 8160
79 14175 6638
80 14887 8565
81 14582 8574
82 15662 0
83 14936 6929
84 15130 8233
85 15241 0
86 14668 8161
87 14749 7678
88 13827 7427
89 15097 9076
90 15125 0
91 14804 7594
92 15276 9329
93 14593 0
94 15146 8177
95 14776 0
96 14178 0
97 15133 7927
98 15667 0
99 15857 0
