10 50 5.24321e-05 1.16443e-05 0.000530249 0.0108108
15 50 0.000220854 3.7791e-05 0.000280092 0.00287494
20 50 0.00029378 8.84569e-05 2.56959e-05 0.0012848
22 50 0.000344179 0.0001106 0 0
25 50 0.000470875 0.000157667 3.37573e-05 0.000992063
27 50 0.000547884 0.000213726 1.92016e-05 0.000565291
30 50 0.00079308 0.000285954 2.27821e-05 0.000577534
32 50 0.000821546 0.000451127 2.05689e-05 0.000519346
35 50 0.00105115 0.000428076 0 0
37 50 0.00101829 0.000499627 1.57653e-05 0.000504414
40 50 0.00118882 0.000630885 2.81433e-05 0.000514933
4 50 5.34916e-06 1.30678e-06 0.00161256 0.0433071
