0 20 1478  0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0
1 20 5181  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
2 20 1992  0 0 1 0 0 0 0 1 1 0 0 0 1 0 1 0 0 0 0 0
3 20 4539  1 0 0 1 1 1 1 1 1 1 1 1 0 1 0 1 1 0 1 1
4 20 4649  0 0 0 1 1 1 1 1 0 1 1 1 0 1 1 1 1 1 1 1
5 20 2422  0 1 0 1 1 0 1 0 1 1 0 0 1 1 0 0 1 0 0 0
6 20 5441  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0
7 20 4764  1 1 1 1 1 1 1 1 0 0 1 0 1 1 0 0 1 1 0 1
8 20 3471  0 1 0 1 0 0 1 1 1 1 1 0 1 0 1 0 0 0 0 1
9 20 1346  0 0 1 0 0 0 0 0 0 1 0 0 0 0 0 0 0 0 1 1
10 20 3572  1 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1
11 20 1390  0 0 0 0 0 0 1 0 1 1 0 0 0 0 0 1 0 0 0 0
12 20 5091  1 1 1 1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1
13 20 4855  0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 0 1 0 1 0
14 20 2417  1 1 0 1 1 0 1 0 1 0 0 0 1 0 0 1 0 0 1 1
15 20 5085  1 0 1 1 0 1 1 1 1 1 1 1 0 1 0 1 1 1 1 0
16 20 4207  0 1 1 1 1 1 1 1 1 1 1 0 0 1 1 1 0 1 1 1
17 20 4331  1 1 1 1 0 1 0 1 1 1 1 0 1 0 1 1 0 1 1 0
18 20 4912  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
19 20 4503  0 1 1 1 1 1 0 1 1 0 1 1 1 1 1 1 1 1 1 0
20 20 3719  1 0 1 0 0 1 1 1 1 0 1 0 0 1 1 1 0 0 1 1
21 20 1037  0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 1 0 0 0
22 20 3240  0 1 0 1 0 0 1 0 1 0 1 0 0 0 1 0 1 0 1 0
23 20 3050  1 0 1 1 0 1 0 1 0 0 1 0 0 0 0 1 1 1 1 0
24 20 3052  0 1 1 0 1 0 0 1 1 1 0 0 1 0 1 0 0 1 1 0
25 20 5212  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
26 20 5625  1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
27 20 4314  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
28 20 6006  1 1 1 1 0 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
29 20 4116  0 0 1 0 0 1 0 1 0 0 1 1 1 0 1 1 1 1 1 1
30 20 2045  1 0 1 1 0 1 0 0 1 1 0 1 0 0 0 0 0 1 0 0
31 20 3100  1 0 0 1 1 1 0 1 0 0 0 0 1 0 1 1 0 0 1 1
32 20 3763  0 1 1 1 1 0 1 0 0 1 1 1 1 0 1 1 0 0 1 1
33 20 4721  0 1 1 1 0 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0
34 20 4886  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
35 20 3094  1 1 0 1 0 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
36 20 4384  0 1 1 0 1 1 1 0 0 0 1 0 0 1 0 1 1 1 1 1
37 20 3902  1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1 0 1
38 20 3120  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
39 20 5402  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
40 20 3778  1 0 0 1 0 0 1 0 1 0 0 1 0 0 1 1 1 0 1 1
41 20 4333  1 1 1 0 1 0 0 0 1 1 1 0 1 1 1 0 1 1 1 1
42 20 4214  0 1 0 0 1 1 1 1 0 1 1 1 1 1 1 0 1 0 0 0
43 20 4026  1 1 1 0 1 0 1 1 1 1 1 1 0 1 1 1 1 1 1 1
44 20 4884  0 1 0 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1 0
45 20 4302  1 1 0 0 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1 1
46 20 4094  1 1 1 1 0 1 1 1 1 0 1 1 1 1 1 1 0 1 1 1
47 20 3783  0 1 1 0 0 1 0 1 1 1 1 1 0 1 1 0 1 1 1 1
48 20 3688  0 1 0 0 0 1 1 0 1 0 1 1 0 1 1 0 0 1 1 1
49 20 1872  0 0 0 0 1 1 0 0 1 0 1 1 1 0 1 0 1 0 0 0
50 20 4207  1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1 1 1
