0 25 1650  0 0 0 0 1 1 0 0 0 0 0 0 1 1 0 0 0 1 0 0 0 0 1 0 0
1 25 3351  0 1 1 1 0 1 0 1 0 1 0 1 0 0 0 1 0 1 0 0 0 0 0 0 0
2 25 6031  1 0 1 0 1 1 1 1 0 1 1 1 1 1 1 1 1 0 1 1 1 0 1 1 0
3 25 4342  0 1 0 1 1 1 0 1 0 0 0 1 0 0 0 1 1 1 1 0 1 0 0 0 1
4 25 4884  1 1 1 1 0 1 0 0 1 1 1 0 0 1 1 0 0 0 1 1 1 1 1 1 1
5 25 3122  1 0 0 0 1 0 1 0 0 0 0 1 0 1 1 0 1 0 1 1 1 0 0 0 0
6 25 6800  1 1 1 0 1 1 0 1 1 1 1 0 1 0 1 1 1 1 1 1 1 1 1 1 1
7 25 3449  1 0 0 0 1 0 0 0 1 0 0 0 1 1 1 1 1 1 0 0 0 0 0 0 1
8 25 3658  1 0 0 0 0 1 1 1 0 1 1 0 1 0 1 1 1 1 0 1 0 1 1 1 0
9 25 1586  0 0 0 0 0 1 0 0 0 0 0 1 0 0 0 0 1 0 0 0 0 0 0 1 0
10 25 6844  1 1 1 1 1 1 1 0 1 1 1 1 1 1 1 0 1 1 1 0 1 1 1 0 1
11 25 6752  1 1 1 1 1 0 0 1 1 1 1 0 1 1 1 1 1 1 1 0 0 1 1 1 1
12 25 2927  0 0 0 1 1 0 1 1 1 1 0 0 1 1 1 1 0 0 0 1 0 0 0 0 0
13 25 3834  1 1 1 1 1 1 1 0 1 1 1 0 0 1 1 0 0 1 1 1 0 0 1 0 1
14 25 5301  0 0 1 1 1 1 1 1 1 1 0 1 1 0 1 1 0 1 1 1 1 1 1 1 1
15 25 5159  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1
16 25 5792  1 1 1 0 0 0 1 1 1 1 1 1 1 0 1 1 1 1 0 0 1 1 1 1 1
17 25 4229  1 1 0 1 0 0 0 0 0 0 1 0 0 1 1 0 1 0 0 1 1 1 1 1 0
18 25 2774  1 0 1 0 0 0 1 0 1 0 1 0 0 0 1 0 0 0 1 0 1 0 0 0 0
19 25 5710  1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 1 0 1 1 1
20 25 4445  1 0 1 1 1 0 1 0 1 0 0 0 1 0 1 0 1 1 1 0 1 1 1 0 0
